|title|id|Action|Casual|Indie|Simulation|Strategy|Free to Play|RPG|Sports|Adventure|Racing|Early Access|Massively Multiplayer|Animation &amp; Modeling|Video Production|Utilities|Web Publishing|Education|Software Training|Design &amp; Illustration|Audio Production|Photo Editing|Accounting
88522|Larva Mortus|11340.0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88523|Knights of Honor|25830.0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88524|Ceville|23460.0|1|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
88525|Empire: Total War™ - Special Forces Units &amp; Bonus Content|10600.0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88526|Watchmen: The End is Nigh|21010.0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88527|Penumbra Overture|22180.0|1|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
88528|Unreal Tournament 3 Black|13210.0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88529|Drakensang|12640.0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88530|Age of Booty™|21600.0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88531|The Graveyard|27020.0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88532|Burnout Paradise: The Ultimate Box|24740.0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
88533|Zombie Master|90047.0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88534|The Maw|26000.0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88535|The Maw: River Redirect|26006.0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88536|The Maw: Brute Force|26005.0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88537|Obulis|11330.0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88538|Space Giraffe|27800.0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88539|Codename: Panzers - Cold War|9850.0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88540|Escape Rosecliff Island|3600.0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88541|Guild Wars Nightfall®|29580.0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
88542|Guild Wars® Game of the Year Edition|29540.0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
88543|Guild Wars Factions®|29560.0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
88544|Guild Wars Trilogy|29570.0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
88545|Puzzle Kingdoms|23700.0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88546|Samantha Swift and the Golden Touch|16060.0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88547|Two Worlds Epic Edition|1930.0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88548|Helldorado|18470.0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88549|X-Blades|7510.0|1|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
88550|Zeno Clash|22200.0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88551|The Maw: Speeder Lane|26007.0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88552|King's Bounty: The Legend|25900.0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88553|Virtual Families|16200.0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88554|Death Track®: Resurrection|7840.0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
88555|Freedom Force vs. the Third Reich|8890.0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88556|Freedom Force|8880.0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88557|Light of Altair|34500.0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88558|Darkest Hour: Europe '44-'45|1280.0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88559|Prototype™|10150.0|1|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
88560|Blueberry Garden|29160.0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
88561|Port Royale 2|12470.0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88562|Call of Cthulhu®: Dark Corners of the Earth|22340.0|1|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
88563|The Elder Scrolls IV: Oblivion® Game of the Year Edition|22330.0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88564|The Elder Scrolls III: Morrowind® Game of the Year Edition|22320.0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88565|The Elder Scrolls IV: Oblivion® Game of the Year Edition Deluxe|900883.0|1|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
88566|Ankh 2: Heart of Osiris|12440.0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
88567|Armored Fist 3|32710.0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88568|MiG-29 Fulcrum|32740.0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88569|BC Kings|12460.0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88570|Call of Juarez®: Bound in Blood|21980.0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88571|Nancy Drew®: Legend of the Crystal Skull|31860.0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
88572|Nancy Drew®: The Creature of Kapu Cave|31900.0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
88573|Nancy Drew®: The Phantom of Venice|31920.0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
88574|Nancy Drew®: The White Wolf of Icicle Creek|31930.0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
88575|BRAINPIPE: A Plunge to Unhumanity|35800.0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88576|Hunting Unlimited 2010|12690.0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88577|Tales of Monkey Island Complete Pack|31170.0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
88578|Street Fighter® IV|21660.0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88579|Thrillville®: Off the Rails™|6080.0|1|0|0|1|1|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0
88580|Indiana Jones® and the Fate of Atlantis™|6010.0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
88581|Armed and Dangerous®|6090.0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88582|Star Wars: Battlefront 2 (Classic, 2005)|6060.0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88583|Indiana Jones® and the Last Crusade™|32310.0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
88584|LEGO® Indiana Jones™: The Original Adventures|32330.0|1|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
88585|The Secret of Monkey Island: Special Edition|32360.0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
88586|Warfare|35300.0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88587|Clutch|35310.0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
88588|Nancy Drew®: Ransom of the Seven Ships|31980.0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
88589|Nancy Drew®: Ransom of the Seven Ships Demo|31990.0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
88590|3D Ultra™ Minigolf Adventures|10140.0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88591|King's Quest™ Collection|10100.0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
88592|TimeShift™|10130.0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88593|Space Quest™ Collection|10110.0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
88594|Killing Floor Outbreak Character Pack|1256.0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88595|Aces of the Galaxy™|10120.0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88596|Tropico Reloaded|33520.0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88597|Mystery P.I. - Lost in Los Angeles|3610.0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88598|Bionic Commando: Rearmed|21680.0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88599|Bionic Commando|21670.0|1|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
88600|Watchmen: The End is Nigh Part 2|21030.0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88601|Foreign Legion: Buckets of Blood|36000.0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88602|STAR WARS™ - Knights of the Old Republic™|32370.0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
88603|Osmos|29180.0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88604|Fallout 2: A Post Nuclear Role Playing Game|38410.0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88605|Fallout Tactics: Brotherhood of Steel|38420.0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88606|Kingpin — Life of Crime|38430.0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88607|Sacrifice|38440.0|1|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88608|Mini Ninjas Demo|35050.0|1|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
88609|Tales of Monkey Island Complete Pack: Chapter 2 - The Siege of Spinner Cay|31180.0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
88610|Jewel Quest Pack|37960.0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88611|Mahjong Quest Collection|38000.0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88612|Time Gentlemen, Please! and Ben There, Dan That! Special Edition  Double Pack|37400.0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
88613|Tom Clancy's Splinter Cell Chaos Theory®|13570.0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88614|Crash Time 2|11390.0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
88615|XIII Century – Gold Edition|34420.0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88616|World of Zoo|43100.0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88617|18 Wheels of Steel: Extreme Trucker|33730.0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88618|Mini Ninjas|35000.0|1|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
88619|Freeze Tag Fun Pack #2|39392.0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88620|Freeze Tag Fun Pack #1|39391.0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88621|Windosill|37600.0|0|1|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
88622|Train Simulator: Colton &amp; Northern Route Add-On|24029.0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88623|Midnight Mysteries|32140.0|0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
88624|Tales of Monkey Island Complete Pack: Chapter 3 - Lair of the Leviathan|31190.0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
88625|Joint Operations: Combined Arms Gold|32770.0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88626|Train Simulator: US Loco &amp; Asset Pack|208306.0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88627|DinerTown Tycoon|37300.0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88628|Train Simulator: European Loco &amp; Asset Pack|208300.0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88629|Risen|40300.0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88630|Flora's Fruit Farm|35070.0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88631|Empire: Total War™ - The Warpath Campaign|10606.0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88632|Machinarium|40700.0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
88633|Medal of Honor: Airborne|24840.0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88634|Need for Speed: Shift|24870.0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
88635|Torchlight|41500.0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88636|Command &amp; Conquer: Red Alert 3 - Uprising|24800.0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88637|The Stronghold Collection|901735.0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88638|East India Company: Privateer|42800.0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88639|Painkiller: Resurrection|39560.0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88640|SpellForce 2 - Anniversary Edition|39550.0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88641|Secret Files: Tunguska|40330.0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
88642|Rush for Berlin Gold|40320.0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88643|Tales of Monkey Island Complete Pack: Chapter 4 - The Trial and Execution of Guybrush Threepwood|31200.0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
88644|Men of War: Red Tide|3130.0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88645|Hammerfight|41100.0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88646|SpellForce - Platinum Edition|39540.0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88647|Massive Assault: Phantom Renaissance|34640.0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88648|Massive Assault|34630.0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88649|Nancy Drew® Dossier: Resorting to Danger!|42200.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88650|Serious Sam HD: The First Encounter|41000.0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88651|Secret Files 2: Puritas Cordis|40340.0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
88652|Dragon Age: Origins|17450.0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88653|Aztaka|37100.0|1|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88654|Magnetis|37500.0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88655|For The Glory: A Europa Universalis Game|42810.0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88656|Call of Duty®: Modern Warfare® 2|10180.0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88657|LEGO® Star Wars™ - The Complete Saga|32440.0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
88658|Overlord™|11450.0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88659|Overlord™: Raising Hell|12710.0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88660|Command &amp; Conquer 3: Tiberium Wars|24790.0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88661|Yumsters 2: Around the World|29120.0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88662|Command &amp; Conquer 3: Kane's Wrath|24810.0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88663|Gratuitous Space Battles|41800.0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88664|Wings of Prey|45300.0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88665|The Bard's Tale|41900.0|1|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
88666|Defence Alliance 2|35420.0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88667|STAR WARS™ - The Force Unleashed™ Ultimate Sith Edition|32430.0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88668|Europa Universalis III: Heir to the Throne|25806.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88669|Fallout 3: Game of the Year Edition|22370.0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88670|Gratuitous Space Battles: The Tribe|41802.0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88671|Build-A-Lot|38080.0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88672|Build-A-Lot 2: Town of the Year|38090.0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88673|Build-A-Lot 3: Passport to Europe|38100.0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88674|Coconut Queen|38070.0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88675|Roogoo|38210.0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88676|Devil May Cry 4|45700.0|1|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
88677|Avencast: Rise of the Mage|46410.0|1|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88678|Build-A-Lot 4: Power Source|38110.0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88679|Pirates, Vikings, and Knights II|17570.0|1|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88680|Farm Frenzy 2|38130.0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88681|Farm Frenzy 3: American Pie|38160.0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88682|Farm Frenzy 3|38150.0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88683|Farm Frenzy|38120.0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88684|Farm Frenzy: Pizza Party|38140.0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88685|Cake Mania Main Street™|36300.0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88686|Westward® IV: All Aboard|36310.0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88687|Iron Roses|36320.0|0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
88688|UFO: Extraterrestrials Gold|37030.0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88689|LEGO® Indiana Jones™ 2: The Adventure Continues|32450.0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
88690|Vancouver 2010™ - The Official Video Game of the Olympic Winter Games|34180.0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88691|Super Laser  Racer|44100.0|1|0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
88692|Hearts of Iron III: Soviet Infantry Pack DLC|25960.0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88693|NecroVisioN: Lost Company|46250.0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88694|Cradle of Persia|38180.0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88695|Aliens vs. Predator Swarm Map Pack|10695.0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88696|Serious Sam Classic: The First Encounter|41050.0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88697|Train Simulator: Fort Kent to Eagle Lake Route Add-On|24055.0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88698|Mount &amp; Blade: Warband|48700.0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88699|Coniclysm|39900.0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88700|Plain Sight|49900.0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88701|Lead and Gold: Gangs of the Wild West|42120.0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88702|Grand Theft Auto: Episodes from Liberty City|12220.0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88703|Dark Void™ Zero|45730.0|1|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
88704|Fortix|45400.0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88705|Beat Hazard|49600.0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88706|Sam &amp; Max: The Devil’s Playhouse|901399.0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
88707|M.U.D. TV|43500.0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88708|Wings of Luftwaffe Add-on|45302.0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88709|The Misadventures of P.B. Winterbottom|40930.0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
88710|AquaNox 2: Revelation|39640.0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88711|AquaNox|39630.0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88712|Fluttabyes|23150.0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88713|Hidden Expedition: Titanic|50940.0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88714|Hidden Expedition: Amazon|50920.0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88715|Napoleon: Total War™ - Coalition Battle Pack|34178.0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88716|Fitness Dash™|37340.0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88717|Gemini Lost™|37390.0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88718|DinerTown Detective Agency™|37310.0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88719|Mahjong Roadshow™|37360.0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88720|Hotel Dash™ Suite Success™|49000.0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88721|Nightshift Legacy: The Jaguar's Eye™|37330.0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88722|The Nightshift Code™|37320.0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88723|TriJinx: A Kristine Kross Mystery™|37370.0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88724|Valerie Porter and the Scarlet Scandal™|37380.0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88725|Biozone|19080.0|1|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
88726|Iron Grip: Warlord|31700.0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88727|Rocket Knight|19030.0|1|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
88728|Max and the Magic Marker|50820.0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88729|Flight of the Icarus|49800.0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88730|Puzzler World|33650.0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
